region,parish,cases_cumul,date
,Parish Under Investigation,319,6/15/2020
,Parish Under Investigation,393,6/16/2020
,Parish Under Investigation,458,6/17/2020
1,Plaquemines,,3/14/2020
1,Plaquemines,,3/15/2020
1,Plaquemines,,3/16/2020
1,Plaquemines,,3/17/2020
1,Plaquemines,,3/18/2020
1,Plaquemines,1,3/19/2020
1,Plaquemines,1,3/20/2020
1,Plaquemines,1,3/21/2020
1,Plaquemines,5,3/22/2020
1,Plaquemines,8,3/23/2020
1,Plaquemines,8,3/24/2020
1,Plaquemines,9,3/25/2020
1,Plaquemines,13,3/26/2020
1,Plaquemines,16,3/27/2020
1,Plaquemines,19,3/28/2020
1,Plaquemines,20,3/29/2020
1,Plaquemines,22,3/30/2020
1,Plaquemines,37,3/31/2020
1,Plaquemines,47,4/1/2020
1,Plaquemines,68,4/2/2020
1,Plaquemines,75,4/3/2020
1,Plaquemines,86,4/4/2020
1,Plaquemines,92,4/5/2020
1,Plaquemines,100,4/6/2020
1,Plaquemines,115,4/7/2020
1,Plaquemines,123,4/8/2020
1,Plaquemines,129,4/9/2020
1,Plaquemines,130,4/10/2020
1,Plaquemines,136,4/11/2020
1,Plaquemines,137,4/12/2020
1,Plaquemines,140,4/13/2020
1,Plaquemines,142,4/14/2020
1,Plaquemines,147,4/15/2020
1,Plaquemines,149,4/16/2020
1,Plaquemines,152,4/17/2020
1,Plaquemines,156,4/18/2020
1,Plaquemines,157,4/19/2020
1,Plaquemines,164,4/20/2020
1,Plaquemines,164,4/21/2020
1,Plaquemines,164,4/22/2020
1,Plaquemines,165,4/23/2020
1,Plaquemines,166,4/24/2020
1,Plaquemines,168,4/25/2020
1,Plaquemines,168,4/26/2020
1,Plaquemines,168,4/27/2020
1,Plaquemines,168,4/28/2020
1,Plaquemines,172,4/29/2020
1,Plaquemines,177,4/30/2020
1,Plaquemines,179,5/1/2020
1,Plaquemines,180,5/2/2020
1,Plaquemines,180,5/3/2020
1,Plaquemines,181,5/4/2020
1,Plaquemines,181,5/5/2020
1,Plaquemines,183,5/6/2020
1,Plaquemines,185,5/7/2020
1,Plaquemines,185,5/8/2020
1,Plaquemines,189,5/9/2020
1,Plaquemines,190,5/10/2020
1,Plaquemines,190,5/11/2020
1,Plaquemines,191,5/12/2020
1,Plaquemines,191,5/13/2020
1,Plaquemines,192,5/14/2020
1,Plaquemines,193,5/15/2020
1,Plaquemines,194,5/16/2020
1,Plaquemines,194,5/17/2020
1,Plaquemines,194,5/18/2020
1,Plaquemines,196,5/19/2020
1,Plaquemines,197,5/20/2020
1,Plaquemines,197,5/21/2020
1,Plaquemines,198,5/22/2020
1,Plaquemines,198,5/23/2020
1,Plaquemines,200,5/24/2020
1,Plaquemines,200,5/25/2020
1,Plaquemines,200,5/26/2020
1,Plaquemines,201,5/27/2020
1,Plaquemines,201,5/28/2020
1,Plaquemines,211,5/30/2020
1,Plaquemines,211,5/31/2020
1,Plaquemines,213,6/1/2020
1,Plaquemines,215,6/2/2020
1,Plaquemines,215,6/3/2020
1,Plaquemines,217,6/4/2020
1,Plaquemines,218,6/5/2020
1,Plaquemines,218,6/6/2020
1,Plaquemines,218,6/7/2020
1,Plaquemines,218,6/8/2020
1,Plaquemines,219,6/9/2020
1,Plaquemines,220,6/10/2020
1,Plaquemines,222,6/11/2020
1,Plaquemines,223,6/12/2020
1,Plaquemines,228,6/13/2020
1,Plaquemines,228,6/14/2020
1,Plaquemines,228,6/15/2020
1,Plaquemines,228,6/16/2020
1,Plaquemines,228,6/17/2020
2,Pointe Coupee,,3/14/2020
2,Pointe Coupee,,3/15/2020
2,Pointe Coupee,,3/16/2020
2,Pointe Coupee,,3/17/2020
2,Pointe Coupee,,3/18/2020
2,Pointe Coupee,,3/19/2020
2,Pointe Coupee,,3/20/2020
2,Pointe Coupee,,3/21/2020
2,Pointe Coupee,,3/22/2020
2,Pointe Coupee,,3/23/2020
2,Pointe Coupee,,3/24/2020
2,Pointe Coupee,,3/25/2020
2,Pointe Coupee,1,3/26/2020
2,Pointe Coupee,1,3/27/2020
2,Pointe Coupee,2,3/28/2020
2,Pointe Coupee,2,3/29/2020
2,Pointe Coupee,2,3/30/2020
2,Pointe Coupee,7,3/31/2020
2,Pointe Coupee,7,4/1/2020
2,Pointe Coupee,12,4/2/2020
2,Pointe Coupee,13,4/3/2020
2,Pointe Coupee,16,4/4/2020
2,Pointe Coupee,17,4/5/2020
2,Pointe Coupee,24,4/6/2020
2,Pointe Coupee,26,4/7/2020
2,Pointe Coupee,27,4/8/2020
2,Pointe Coupee,32,4/9/2020
2,Pointe Coupee,38,4/10/2020
2,Pointe Coupee,40,4/11/2020
2,Pointe Coupee,43,4/12/2020
2,Pointe Coupee,47,4/13/2020
2,Pointe Coupee,49,4/14/2020
2,Pointe Coupee,53,4/15/2020
2,Pointe Coupee,60,4/16/2020
2,Pointe Coupee,62,4/17/2020
2,Pointe Coupee,64,4/18/2020
2,Pointe Coupee,69,4/19/2020
2,Pointe Coupee,71,4/20/2020
2,Pointe Coupee,80,4/21/2020
2,Pointe Coupee,84,4/22/2020
2,Pointe Coupee,86,4/23/2020
2,Pointe Coupee,88,4/24/2020
2,Pointe Coupee,89,4/25/2020
2,Pointe Coupee,89,4/26/2020
2,Pointe Coupee,94,4/27/2020
2,Pointe Coupee,98,4/28/2020
2,Pointe Coupee,98,4/29/2020
2,Pointe Coupee,99,4/30/2020
2,Pointe Coupee,104,5/1/2020
2,Pointe Coupee,101,5/2/2020
2,Pointe Coupee,103,5/3/2020
2,Pointe Coupee,108,5/4/2020
2,Pointe Coupee,114,5/5/2020
2,Pointe Coupee,117,5/6/2020
2,Pointe Coupee,120,5/7/2020
2,Pointe Coupee,125,5/8/2020
2,Pointe Coupee,126,5/9/2020
2,Pointe Coupee,126,5/10/2020
2,Pointe Coupee,136,5/11/2020
2,Pointe Coupee,138,5/12/2020
2,Pointe Coupee,139,5/13/2020
2,Pointe Coupee,152,5/14/2020
2,Pointe Coupee,155,5/15/2020
2,Pointe Coupee,163,5/16/2020
2,Pointe Coupee,168,5/17/2020
2,Pointe Coupee,169,5/18/2020
2,Pointe Coupee,173,5/19/2020
2,Pointe Coupee,179,5/20/2020
2,Pointe Coupee,181,5/21/2020
2,Pointe Coupee,182,5/22/2020
2,Pointe Coupee,182,5/23/2020
2,Pointe Coupee,182,5/24/2020
2,Pointe Coupee,186,5/25/2020
2,Pointe Coupee,188,5/26/2020
2,Pointe Coupee,189,5/27/2020
2,Pointe Coupee,192,5/28/2020
2,Pointe Coupee,195,5/30/2020
2,Pointe Coupee,197,5/31/2020
2,Pointe Coupee,199,6/1/2020
2,Pointe Coupee,205,6/2/2020
2,Pointe Coupee,205,6/3/2020
2,Pointe Coupee,207,6/4/2020
2,Pointe Coupee,208,6/5/2020
2,Pointe Coupee,212,6/6/2020
2,Pointe Coupee,213,6/7/2020
2,Pointe Coupee,214,6/8/2020
2,Pointe Coupee,215,6/9/2020
2,Pointe Coupee,217,6/10/2020
2,Pointe Coupee,217,6/11/2020
2,Pointe Coupee,217,6/12/2020
2,Pointe Coupee,218,6/13/2020
2,Pointe Coupee,218,6/14/2020
2,Pointe Coupee,221,6/15/2020
2,Pointe Coupee,223,6/16/2020
2,Pointe Coupee,224,6/17/2020
6,Rapides,,3/14/2020
6,Rapides,,3/15/2020
6,Rapides,,3/16/2020
6,Rapides,,3/17/2020
6,Rapides,,3/18/2020
6,Rapides,,3/19/2020
6,Rapides,1,3/20/2020
6,Rapides,3,3/21/2020
6,Rapides,3,3/22/2020
6,Rapides,8,3/23/2020
6,Rapides,10,3/24/2020
6,Rapides,14,3/25/2020
6,Rapides,25,3/26/2020
6,Rapides,26,3/27/2020
6,Rapides,37,3/28/2020
6,Rapides,41,3/29/2020
6,Rapides,44,3/30/2020
6,Rapides,58,3/31/2020
6,Rapides,69,4/1/2020
6,Rapides,77,4/2/2020
6,Rapides,81,4/3/2020
6,Rapides,97,4/4/2020
6,Rapides,100,4/5/2020
6,Rapides,110,4/6/2020
6,Rapides,129,4/7/2020
6,Rapides,135,4/8/2020
6,Rapides,148,4/9/2020
6,Rapides,156,4/10/2020
6,Rapides,159,4/11/2020
6,Rapides,165,4/12/2020
6,Rapides,168,4/13/2020
6,Rapides,175,4/14/2020
6,Rapides,179,4/15/2020
6,Rapides,192,4/16/2020
6,Rapides,196,4/17/2020
6,Rapides,201,4/18/2020
6,Rapides,210,4/19/2020
6,Rapides,210,4/20/2020
6,Rapides,213,4/21/2020
6,Rapides,217,4/22/2020
6,Rapides,220,4/23/2020
6,Rapides,228,4/24/2020
6,Rapides,239,4/25/2020
6,Rapides,247,4/26/2020
6,Rapides,249,4/27/2020
6,Rapides,255,4/28/2020
6,Rapides,259,4/29/2020
6,Rapides,265,4/30/2020
6,Rapides,270,5/1/2020
6,Rapides,273,5/2/2020
6,Rapides,281,5/3/2020
6,Rapides,300,5/4/2020
6,Rapides,308,5/5/2020
6,Rapides,316,5/6/2020
6,Rapides,316,5/7/2020
6,Rapides,338,5/8/2020
6,Rapides,351,5/9/2020
6,Rapides,362,5/10/2020
6,Rapides,370,5/11/2020
6,Rapides,376,5/12/2020
6,Rapides,394,5/13/2020
6,Rapides,417,5/14/2020
6,Rapides,424,5/15/2020
6,Rapides,437,5/16/2020
6,Rapides,474,5/17/2020
6,Rapides,499,5/18/2020
6,Rapides,504,5/19/2020
6,Rapides,516,5/20/2020
6,Rapides,591,5/21/2020
6,Rapides,600,5/22/2020
6,Rapides,601,5/23/2020
6,Rapides,606,5/24/2020
6,Rapides,654,5/25/2020
6,Rapides,663,5/26/2020
6,Rapides,679,5/27/2020
6,Rapides,703,5/28/2020
6,Rapides,783,5/30/2020
6,Rapides,790,5/31/2020
6,Rapides,800,6/1/2020
6,Rapides,810,6/2/2020
6,Rapides,829,6/3/2020
6,Rapides,850,6/4/2020
6,Rapides,890,6/5/2020
6,Rapides,926,6/6/2020
6,Rapides,957,6/7/2020
6,Rapides,975,6/8/2020
6,Rapides,992,6/9/2020
6,Rapides,1007,6/10/2020
6,Rapides,1074,6/11/2020
6,Rapides,1098,6/12/2020
6,Rapides,1132,6/13/2020
6,Rapides,1145,6/14/2020
6,Rapides,1193,6/15/2020
6,Rapides,1209,6/16/2020
6,Rapides,1229,6/17/2020
7,Red River,,3/14/2020
7,Red River,,3/15/2020
7,Red River,,3/16/2020
7,Red River,,3/17/2020
7,Red River,,3/18/2020
7,Red River,,3/19/2020
7,Red River,,3/20/2020
7,Red River,,3/21/2020
7,Red River,,3/22/2020
7,Red River,,3/23/2020
7,Red River,,3/24/2020
7,Red River,,3/25/2020
7,Red River,,3/26/2020
7,Red River,,3/27/2020
7,Red River,,3/28/2020
7,Red River,1,3/29/2020
7,Red River,1,3/30/2020
7,Red River,1,3/31/2020
7,Red River,1,4/1/2020
7,Red River,1,4/2/2020
7,Red River,2,4/3/2020
7,Red River,2,4/4/2020
7,Red River,2,4/5/2020
7,Red River,2,4/6/2020
7,Red River,2,4/7/2020
7,Red River,3,4/8/2020
7,Red River,5,4/9/2020
7,Red River,7,4/10/2020
7,Red River,9,4/11/2020
7,Red River,11,4/12/2020
7,Red River,12,4/13/2020
7,Red River,13,4/14/2020
7,Red River,13,4/15/2020
7,Red River,15,4/16/2020
7,Red River,18,4/17/2020
7,Red River,19,4/18/2020
7,Red River,20,4/19/2020
7,Red River,21,4/20/2020
7,Red River,21,4/21/2020
7,Red River,22,4/22/2020
7,Red River,22,4/23/2020
7,Red River,22,4/24/2020
7,Red River,22,4/25/2020
7,Red River,22,4/26/2020
7,Red River,22,4/27/2020
7,Red River,23,4/28/2020
7,Red River,24,4/29/2020
7,Red River,25,4/30/2020
7,Red River,29,5/1/2020
7,Red River,32,5/2/2020
7,Red River,32,5/3/2020
7,Red River,33,5/4/2020
7,Red River,34,5/5/2020
7,Red River,34,5/6/2020
7,Red River,34,5/7/2020
7,Red River,34,5/8/2020
7,Red River,36,5/9/2020
7,Red River,36,5/10/2020
7,Red River,36,5/11/2020
7,Red River,36,5/12/2020
7,Red River,37,5/13/2020
7,Red River,38,5/14/2020
7,Red River,40,5/15/2020
7,Red River,42,5/16/2020
7,Red River,42,5/17/2020
7,Red River,43,5/18/2020
7,Red River,43,5/19/2020
7,Red River,43,5/20/2020
7,Red River,44,5/21/2020
7,Red River,46,5/22/2020
7,Red River,46,5/23/2020
7,Red River,47,5/24/2020
7,Red River,48,5/25/2020
7,Red River,48,5/26/2020
7,Red River,48,5/27/2020
7,Red River,49,5/28/2020
7,Red River,50,5/30/2020
7,Red River,50,5/31/2020
7,Red River,50,6/1/2020
7,Red River,50,6/2/2020
7,Red River,50,6/3/2020
7,Red River,51,6/4/2020
7,Red River,51,6/5/2020
7,Red River,51,6/6/2020
7,Red River,51,6/7/2020
7,Red River,51,6/8/2020
7,Red River,52,6/9/2020
7,Red River,52,6/10/2020
7,Red River,52,6/11/2020
7,Red River,52,6/12/2020
7,Red River,52,6/13/2020
7,Red River,52,6/14/2020
7,Red River,53,6/15/2020
7,Red River,52,6/16/2020
7,Red River,52,6/17/2020
8,Richland,,3/14/2020
8,Richland,,3/15/2020
8,Richland,,3/16/2020
8,Richland,,3/17/2020
8,Richland,,3/18/2020
8,Richland,,3/19/2020
8,Richland,,3/20/2020
8,Richland,,3/21/2020
8,Richland,,3/22/2020
8,Richland,2,3/23/2020
8,Richland,1,3/24/2020
8,Richland,1,3/25/2020
8,Richland,1,3/26/2020
8,Richland,2,3/27/2020
8,Richland,2,3/28/2020
8,Richland,2,3/29/2020
8,Richland,2,3/30/2020
8,Richland,2,3/31/2020
8,Richland,3,4/1/2020
8,Richland,4,4/2/2020
8,Richland,4,4/3/2020
8,Richland,9,4/4/2020
8,Richland,10,4/5/2020
8,Richland,11,4/6/2020
8,Richland,13,4/7/2020
8,Richland,13,4/8/2020
8,Richland,16,4/9/2020
8,Richland,18,4/10/2020
8,Richland,19,4/11/2020
8,Richland,19,4/12/2020
8,Richland,20,4/13/2020
8,Richland,20,4/14/2020
8,Richland,21,4/15/2020
8,Richland,22,4/16/2020
8,Richland,27,4/17/2020
8,Richland,27,4/18/2020
8,Richland,33,4/19/2020
8,Richland,34,4/20/2020
8,Richland,38,4/21/2020
8,Richland,42,4/22/2020
8,Richland,45,4/23/2020
8,Richland,47,4/24/2020
8,Richland,48,4/25/2020
8,Richland,48,4/26/2020
8,Richland,52,4/27/2020
8,Richland,53,4/28/2020
8,Richland,56,4/29/2020
8,Richland,58,4/30/2020
8,Richland,66,5/1/2020
8,Richland,73,5/2/2020
8,Richland,74,5/3/2020
8,Richland,82,5/4/2020
8,Richland,84,5/5/2020
8,Richland,86,5/6/2020
8,Richland,91,5/7/2020
8,Richland,95,5/8/2020
8,Richland,99,5/9/2020
8,Richland,100,5/10/2020
8,Richland,103,5/11/2020
8,Richland,103,5/12/2020
8,Richland,104,5/13/2020
8,Richland,104,5/14/2020
8,Richland,106,5/15/2020
8,Richland,106,5/16/2020
8,Richland,106,5/17/2020
8,Richland,107,5/18/2020
8,Richland,108,5/19/2020
8,Richland,108,5/20/2020
8,Richland,113,5/21/2020
8,Richland,114,5/22/2020
8,Richland,114,5/23/2020
8,Richland,114,5/24/2020
8,Richland,119,5/25/2020
8,Richland,119,5/26/2020
8,Richland,124,5/27/2020
8,Richland,125,5/28/2020
8,Richland,128,5/30/2020
8,Richland,135,5/31/2020
8,Richland,138,6/1/2020
8,Richland,139,6/2/2020
8,Richland,143,6/3/2020
8,Richland,148,6/4/2020
8,Richland,148,6/5/2020
8,Richland,149,6/6/2020
8,Richland,153,6/7/2020
8,Richland,156,6/8/2020
8,Richland,157,6/9/2020
8,Richland,157,6/10/2020
8,Richland,159,6/11/2020
8,Richland,160,6/12/2020
8,Richland,163,6/13/2020
8,Richland,163,6/14/2020
8,Richland,164,6/15/2020
8,Richland,164,6/16/2020
8,Richland,167,6/17/2020
7,Sabine,,3/14/2020
7,Sabine,,3/15/2020
7,Sabine,,3/16/2020
7,Sabine,,3/17/2020
7,Sabine,,3/18/2020
7,Sabine,,3/19/2020
7,Sabine,,3/20/2020
7,Sabine,,3/21/2020
7,Sabine,,3/22/2020
7,Sabine,,3/23/2020
7,Sabine,,3/24/2020
7,Sabine,,3/25/2020
7,Sabine,,3/26/2020
7,Sabine,,3/27/2020
7,Sabine,,3/28/2020
7,Sabine,1,3/29/2020
7,Sabine,1,3/30/2020
7,Sabine,2,3/31/2020
7,Sabine,3,4/1/2020
7,Sabine,4,4/2/2020
7,Sabine,4,4/3/2020
7,Sabine,4,4/4/2020
7,Sabine,5,4/5/2020
7,Sabine,7,4/6/2020
7,Sabine,7,4/7/2020
7,Sabine,7,4/8/2020
7,Sabine,8,4/9/2020
7,Sabine,8,4/10/2020
7,Sabine,8,4/11/2020
7,Sabine,9,4/12/2020
7,Sabine,9,4/13/2020
7,Sabine,10,4/14/2020
7,Sabine,10,4/15/2020
7,Sabine,11,4/16/2020
7,Sabine,13,4/17/2020
7,Sabine,13,4/18/2020
7,Sabine,13,4/19/2020
7,Sabine,13,4/20/2020
7,Sabine,14,4/21/2020
7,Sabine,14,4/22/2020
7,Sabine,13,4/23/2020
7,Sabine,13,4/24/2020
7,Sabine,13,4/25/2020
7,Sabine,13,4/26/2020
7,Sabine,13,4/27/2020
7,Sabine,16,4/28/2020
7,Sabine,16,4/29/2020
7,Sabine,17,4/30/2020
7,Sabine,17,5/1/2020
7,Sabine,17,5/2/2020
7,Sabine,17,5/3/2020
7,Sabine,17,5/4/2020
7,Sabine,17,5/5/2020
7,Sabine,17,5/6/2020
7,Sabine,17,5/7/2020
7,Sabine,17,5/8/2020
7,Sabine,17,5/9/2020
7,Sabine,17,5/10/2020
7,Sabine,19,5/11/2020
7,Sabine,19,5/12/2020
7,Sabine,28,5/13/2020
7,Sabine,29,5/14/2020
7,Sabine,29,5/15/2020
7,Sabine,29,5/16/2020
7,Sabine,29,5/17/2020
7,Sabine,29,5/18/2020
7,Sabine,30,5/19/2020
7,Sabine,31,5/20/2020
7,Sabine,39,5/21/2020
7,Sabine,39,5/22/2020
7,Sabine,40,5/23/2020
7,Sabine,40,5/24/2020
7,Sabine,40,5/25/2020
7,Sabine,40,5/26/2020
7,Sabine,41,5/27/2020
7,Sabine,41,5/28/2020
7,Sabine,46,5/30/2020
7,Sabine,46,5/31/2020
7,Sabine,47,6/1/2020
7,Sabine,47,6/2/2020
7,Sabine,49,6/3/2020
7,Sabine,50,6/4/2020
7,Sabine,50,6/5/2020
7,Sabine,51,6/6/2020
7,Sabine,51,6/7/2020
7,Sabine,51,6/8/2020
7,Sabine,52,6/9/2020
7,Sabine,53,6/10/2020
7,Sabine,53,6/11/2020
7,Sabine,53,6/12/2020
7,Sabine,59,6/13/2020
7,Sabine,59,6/14/2020
7,Sabine,59,6/15/2020
7,Sabine,62,6/16/2020
7,Sabine,63,6/17/2020
1,St. Bernard,,3/14/2020
1,St. Bernard,1,3/15/2020
1,St. Bernard,2,3/16/2020
1,St. Bernard,2,3/17/2020
1,St. Bernard,2,3/18/2020
1,St. Bernard,4,3/19/2020
1,St. Bernard,5,3/20/2020
1,St. Bernard,6,3/21/2020
1,St. Bernard,13,3/22/2020
1,St. Bernard,15,3/23/2020
1,St. Bernard,19,3/24/2020
1,St. Bernard,23,3/25/2020
1,St. Bernard,28,3/26/2020
1,St. Bernard,31,3/27/2020
1,St. Bernard,43,3/28/2020
1,St. Bernard,45,3/29/2020
1,St. Bernard,53,3/30/2020
1,St. Bernard,71,3/31/2020
1,St. Bernard,94,4/1/2020
1,St. Bernard,181,4/2/2020
1,St. Bernard,196,4/3/2020
1,St. Bernard,239,4/4/2020
1,St. Bernard,242,4/5/2020
1,St. Bernard,267,4/6/2020
1,St. Bernard,289,4/7/2020
1,St. Bernard,304,4/8/2020
1,St. Bernard,325,4/9/2020
1,St. Bernard,343,4/10/2020
1,St. Bernard,358,4/11/2020
1,St. Bernard,361,4/12/2020
1,St. Bernard,369,4/13/2020
1,St. Bernard,377,4/14/2020
1,St. Bernard,383,4/15/2020
1,St. Bernard,388,4/16/2020
1,St. Bernard,404,4/17/2020
1,St. Bernard,409,4/18/2020
1,St. Bernard,411,4/19/2020
1,St. Bernard,423,4/20/2020
1,St. Bernard,428,4/21/2020
1,St. Bernard,430,4/22/2020
1,St. Bernard,435,4/23/2020
1,St. Bernard,440,4/24/2020
1,St. Bernard,443,4/25/2020
1,St. Bernard,446,4/26/2020
1,St. Bernard,449,4/27/2020
1,St. Bernard,452,4/28/2020
1,St. Bernard,461,4/29/2020
1,St. Bernard,464,4/30/2020
1,St. Bernard,469,5/1/2020
1,St. Bernard,474,5/2/2020
1,St. Bernard,475,5/3/2020
1,St. Bernard,480,5/4/2020
1,St. Bernard,502,5/5/2020
1,St. Bernard,505,5/6/2020
1,St. Bernard,508,5/7/2020
1,St. Bernard,508,5/8/2020
1,St. Bernard,512,5/9/2020
1,St. Bernard,513,5/10/2020
1,St. Bernard,514,5/11/2020
1,St. Bernard,515,5/12/2020
1,St. Bernard,515,5/13/2020
1,St. Bernard,516,5/14/2020
1,St. Bernard,517,5/15/2020
1,St. Bernard,511,5/16/2020
1,St. Bernard,512,5/17/2020
1,St. Bernard,513,5/18/2020
1,St. Bernard,516,5/19/2020
1,St. Bernard,518,5/20/2020
1,St. Bernard,521,5/21/2020
1,St. Bernard,521,5/22/2020
1,St. Bernard,521,5/23/2020
1,St. Bernard,521,5/24/2020
1,St. Bernard,529,5/25/2020
1,St. Bernard,529,5/26/2020
1,St. Bernard,531,5/27/2020
1,St. Bernard,534,5/28/2020
1,St. Bernard,536,5/30/2020
1,St. Bernard,536,5/31/2020
1,St. Bernard,539,6/1/2020
1,St. Bernard,544,6/2/2020
1,St. Bernard,545,6/3/2020
1,St. Bernard,546,6/4/2020
1,St. Bernard,548,6/5/2020
1,St. Bernard,549,6/6/2020
1,St. Bernard,552,6/7/2020
1,St. Bernard,555,6/8/2020
1,St. Bernard,555,6/9/2020
1,St. Bernard,558,6/10/2020
1,St. Bernard,559,6/11/2020
1,St. Bernard,562,6/12/2020
1,St. Bernard,568,6/13/2020
1,St. Bernard,569,6/14/2020
1,St. Bernard,571,6/15/2020
1,St. Bernard,575,6/16/2020
1,St. Bernard,580,6/17/2020
3,St. Charles,1,3/14/2020
3,St. Charles,2,3/15/2020
3,St. Charles,3,3/16/2020
3,St. Charles,3,3/17/2020
3,St. Charles,3,3/18/2020
3,St. Charles,4,3/19/2020
3,St. Charles,5,3/20/2020
3,St. Charles,7,3/21/2020
3,St. Charles,8,3/22/2020
3,St. Charles,15,3/23/2020
3,St. Charles,15,3/24/2020
3,St. Charles,17,3/25/2020
3,St. Charles,22,3/26/2020
3,St. Charles,23,3/27/2020
3,St. Charles,30,3/28/2020
3,St. Charles,31,3/29/2020
3,St. Charles,36,3/30/2020
3,St. Charles,71,3/31/2020
3,St. Charles,82,4/1/2020
3,St. Charles,180,4/2/2020
3,St. Charles,210,4/3/2020
3,St. Charles,252,4/4/2020
3,St. Charles,260,4/5/2020
3,St. Charles,285,4/6/2020
3,St. Charles,310,4/7/2020
3,St. Charles,328,4/8/2020
3,St. Charles,362,4/9/2020
3,St. Charles,376,4/10/2020
3,St. Charles,401,4/11/2020
3,St. Charles,404,4/12/2020
3,St. Charles,410,4/13/2020
3,St. Charles,460,4/14/2020
3,St. Charles,476,4/15/2020
3,St. Charles,486,4/16/2020
3,St. Charles,471,4/17/2020
3,St. Charles,487,4/18/2020
3,St. Charles,488,4/19/2020
3,St. Charles,508,4/20/2020
3,St. Charles,516,4/21/2020
3,St. Charles,522,4/22/2020
3,St. Charles,529,4/23/2020
3,St. Charles,536,4/24/2020
3,St. Charles,540,4/25/2020
3,St. Charles,542,4/26/2020
3,St. Charles,549,4/27/2020
3,St. Charles,554,4/28/2020
3,St. Charles,563,4/29/2020
3,St. Charles,570,4/30/2020
3,St. Charles,573,5/1/2020
3,St. Charles,577,5/2/2020
3,St. Charles,582,5/3/2020
3,St. Charles,584,5/4/2020
3,St. Charles,589,5/5/2020
3,St. Charles,590,5/6/2020
3,St. Charles,594,5/7/2020
3,St. Charles,593,5/8/2020
3,St. Charles,593,5/9/2020
3,St. Charles,594,5/10/2020
3,St. Charles,595,5/11/2020
3,St. Charles,596,5/12/2020
3,St. Charles,600,5/13/2020
3,St. Charles,602,5/14/2020
3,St. Charles,606,5/15/2020
3,St. Charles,613,5/16/2020
3,St. Charles,613,5/17/2020
3,St. Charles,615,5/18/2020
3,St. Charles,615,5/19/2020
3,St. Charles,615,5/20/2020
3,St. Charles,618,5/21/2020
3,St. Charles,622,5/22/2020
3,St. Charles,622,5/23/2020
3,St. Charles,623,5/24/2020
3,St. Charles,625,5/25/2020
3,St. Charles,625,5/26/2020
3,St. Charles,631,5/27/2020
3,St. Charles,633,5/28/2020
3,St. Charles,637,5/30/2020
3,St. Charles,638,5/31/2020
3,St. Charles,642,6/1/2020
3,St. Charles,645,6/2/2020
3,St. Charles,647,6/3/2020
3,St. Charles,647,6/4/2020
3,St. Charles,647,6/5/2020
3,St. Charles,649,6/6/2020
3,St. Charles,649,6/7/2020
3,St. Charles,649,6/8/2020
3,St. Charles,652,6/9/2020
3,St. Charles,653,6/10/2020
3,St. Charles,654,6/11/2020
3,St. Charles,655,6/12/2020
3,St. Charles,656,6/13/2020
3,St. Charles,660,6/14/2020
3,St. Charles,661,6/15/2020
3,St. Charles,665,6/16/2020
3,St. Charles,667,6/17/2020
9,St. Helena,,3/14/2020
9,St. Helena,,3/15/2020
9,St. Helena,,3/16/2020
9,St. Helena,,3/17/2020
9,St. Helena,,3/18/2020
9,St. Helena,,3/19/2020
9,St. Helena,,3/20/2020
9,St. Helena,,3/21/2020
9,St. Helena,,3/22/2020
9,St. Helena,,3/23/2020
9,St. Helena,,3/24/2020
9,St. Helena,,3/25/2020
9,St. Helena,,3/26/2020
9,St. Helena,,3/27/2020
9,St. Helena,,3/28/2020
9,St. Helena,,3/29/2020
9,St. Helena,,3/30/2020
9,St. Helena,1,3/31/2020
9,St. Helena,1,4/1/2020
9,St. Helena,1,4/2/2020
9,St. Helena,1,4/3/2020
9,St. Helena,4,4/4/2020
9,St. Helena,5,4/5/2020
9,St. Helena,8,4/6/2020
9,St. Helena,10,4/7/2020
9,St. Helena,10,4/8/2020
9,St. Helena,11,4/9/2020
9,St. Helena,11,4/10/2020
9,St. Helena,13,4/11/2020
9,St. Helena,13,4/12/2020
9,St. Helena,14,4/13/2020
9,St. Helena,14,4/14/2020
9,St. Helena,14,4/15/2020
9,St. Helena,17,4/16/2020
9,St. Helena,18,4/17/2020
9,St. Helena,19,4/18/2020
9,St. Helena,19,4/19/2020
9,St. Helena,20,4/20/2020
9,St. Helena,21,4/21/2020
9,St. Helena,22,4/22/2020
9,St. Helena,23,4/23/2020
9,St. Helena,23,4/24/2020
9,St. Helena,27,4/25/2020
9,St. Helena,27,4/26/2020
9,St. Helena,27,4/27/2020
9,St. Helena,28,4/28/2020
9,St. Helena,28,4/29/2020
9,St. Helena,28,4/30/2020
9,St. Helena,28,5/1/2020
9,St. Helena,30,5/2/2020
9,St. Helena,30,5/3/2020
9,St. Helena,31,5/4/2020
9,St. Helena,32,5/5/2020
9,St. Helena,32,5/6/2020
9,St. Helena,32,5/7/2020
9,St. Helena,32,5/8/2020
9,St. Helena,35,5/9/2020
9,St. Helena,35,5/10/2020
9,St. Helena,35,5/11/2020
9,St. Helena,38,5/12/2020
9,St. Helena,38,5/13/2020
9,St. Helena,38,5/14/2020
9,St. Helena,40,5/15/2020
9,St. Helena,41,5/16/2020
9,St. Helena,41,5/17/2020
9,St. Helena,41,5/18/2020
9,St. Helena,41,5/19/2020
9,St. Helena,42,5/20/2020
9,St. Helena,43,5/21/2020
