region,parish,cases_cumul,date
9,St. Helena,44,5/22/2020
9,St. Helena,44,5/23/2020
9,St. Helena,44,5/24/2020
9,St. Helena,49,5/25/2020
9,St. Helena,51,5/26/2020
9,St. Helena,51,5/27/2020
9,St. Helena,51,5/28/2020
9,St. Helena,51,5/30/2020
9,St. Helena,51,5/31/2020
9,St. Helena,51,6/1/2020
9,St. Helena,51,6/2/2020
9,St. Helena,51,6/3/2020
9,St. Helena,52,6/4/2020
9,St. Helena,53,6/5/2020
9,St. Helena,55,6/6/2020
9,St. Helena,55,6/7/2020
9,St. Helena,55,6/8/2020
9,St. Helena,55,6/9/2020
9,St. Helena,56,6/10/2020
9,St. Helena,56,6/11/2020
9,St. Helena,56,6/12/2020
9,St. Helena,58,6/13/2020
9,St. Helena,58,6/14/2020
9,St. Helena,58,6/15/2020
9,St. Helena,60,6/16/2020
9,St. Helena,60,6/17/2020
3,St. James,,3/14/2020
3,St. James,,3/15/2020
3,St. James,,3/16/2020
3,St. James,,3/17/2020
3,St. James,,3/18/2020
3,St. James,1,3/19/2020
3,St. James,1,3/20/2020
3,St. James,1,3/21/2020
3,St. James,1,3/22/2020
3,St. James,8,3/23/2020
3,St. James,9,3/24/2020
3,St. James,14,3/25/2020
3,St. James,29,3/26/2020
3,St. James,40,3/27/2020
3,St. James,48,3/28/2020
3,St. James,55,3/29/2020
3,St. James,65,3/30/2020
3,St. James,77,3/31/2020
3,St. James,86,4/1/2020
3,St. James,110,4/2/2020
3,St. James,116,4/3/2020
3,St. James,150,4/4/2020
3,St. James,155,4/5/2020
3,St. James,167,4/6/2020
3,St. James,176,4/7/2020
3,St. James,181,4/8/2020
3,St. James,191,4/9/2020
3,St. James,194,4/10/2020
3,St. James,197,4/11/2020
3,St. James,204,4/12/2020
3,St. James,207,4/13/2020
3,St. James,208,4/14/2020
3,St. James,210,4/15/2020
3,St. James,214,4/16/2020
3,St. James,216,4/17/2020
3,St. James,217,4/18/2020
3,St. James,218,4/19/2020
3,St. James,222,4/20/2020
3,St. James,228,4/21/2020
3,St. James,231,4/22/2020
3,St. James,235,4/23/2020
3,St. James,237,4/24/2020
3,St. James,237,4/25/2020
3,St. James,239,4/26/2020
3,St. James,239,4/27/2020
3,St. James,240,4/28/2020
3,St. James,243,4/29/2020
3,St. James,246,4/30/2020
3,St. James,247,5/1/2020
3,St. James,247,5/2/2020
3,St. James,250,5/3/2020
3,St. James,253,5/4/2020
3,St. James,254,5/5/2020
3,St. James,256,5/6/2020
3,St. James,256,5/7/2020
3,St. James,257,5/8/2020
3,St. James,257,5/9/2020
3,St. James,257,5/10/2020
3,St. James,256,5/11/2020
3,St. James,256,5/12/2020
3,St. James,268,5/13/2020
3,St. James,284,5/14/2020
3,St. James,284,5/15/2020
3,St. James,282,5/16/2020
3,St. James,283,5/17/2020
3,St. James,284,5/18/2020
3,St. James,284,5/19/2020
3,St. James,284,5/20/2020
3,St. James,289,5/21/2020
3,St. James,289,5/22/2020
3,St. James,289,5/23/2020
3,St. James,289,5/24/2020
3,St. James,292,5/25/2020
3,St. James,292,5/26/2020
3,St. James,293,5/27/2020
3,St. James,294,5/28/2020
3,St. James,294,5/30/2020
3,St. James,294,5/31/2020
3,St. James,294,6/1/2020
3,St. James,294,6/2/2020
3,St. James,303,6/3/2020
3,St. James,303,6/4/2020
3,St. James,304,6/5/2020
3,St. James,304,6/6/2020
3,St. James,304,6/7/2020
3,St. James,304,6/8/2020
3,St. James,305,6/9/2020
3,St. James,306,6/10/2020
3,St. James,306,6/11/2020
3,St. James,308,6/12/2020
3,St. James,308,6/13/2020
3,St. James,308,6/14/2020
3,St. James,308,6/15/2020
3,St. James,309,6/16/2020
3,St. James,313,6/17/2020
3,St. John the Baptist,1,3/14/2020
3,St. John the Baptist,1,3/15/2020
3,St. John the Baptist,1,3/16/2020
3,St. John the Baptist,1,3/17/2020
3,St. John the Baptist,1,3/18/2020
3,St. John the Baptist,2,3/19/2020
3,St. John the Baptist,4,3/20/2020
3,St. John the Baptist,7,3/21/2020
3,St. John the Baptist,10,3/22/2020
3,St. John the Baptist,16,3/23/2020
3,St. John the Baptist,21,3/24/2020
3,St. John the Baptist,27,3/25/2020
3,St. John the Baptist,38,3/26/2020
3,St. John the Baptist,41,3/27/2020
3,St. John the Baptist,54,3/28/2020
3,St. John the Baptist,57,3/29/2020
3,St. John the Baptist,75,3/30/2020
3,St. John the Baptist,104,3/31/2020
3,St. John the Baptist,118,4/1/2020
3,St. John the Baptist,274,4/2/2020
3,St. John the Baptist,290,4/3/2020
3,St. John the Baptist,338,4/4/2020
3,St. John the Baptist,345,4/5/2020
3,St. John the Baptist,366,4/6/2020
3,St. John the Baptist,415,4/7/2020
3,St. John the Baptist,432,4/8/2020
3,St. John the Baptist,477,4/9/2020
3,St. John the Baptist,507,4/10/2020
3,St. John the Baptist,538,4/11/2020
3,St. John the Baptist,545,4/12/2020
3,St. John the Baptist,556,4/13/2020
3,St. John the Baptist,562,4/14/2020
3,St. John the Baptist,569,4/15/2020
3,St. John the Baptist,609,4/16/2020
3,St. John the Baptist,623,4/17/2020
3,St. John the Baptist,637,4/18/2020
3,St. John the Baptist,642,4/19/2020
3,St. John the Baptist,669,4/20/2020
3,St. John the Baptist,686,4/21/2020
3,St. John the Baptist,704,4/22/2020
3,St. John the Baptist,721,4/23/2020
3,St. John the Baptist,736,4/24/2020
3,St. John the Baptist,747,4/25/2020
3,St. John the Baptist,749,4/26/2020
3,St. John the Baptist,751,4/27/2020
3,St. John the Baptist,758,4/28/2020
3,St. John the Baptist,765,4/29/2020
3,St. John the Baptist,768,4/30/2020
3,St. John the Baptist,771,5/1/2020
3,St. John the Baptist,772,5/2/2020
3,St. John the Baptist,772,5/3/2020
3,St. John the Baptist,777,5/4/2020
3,St. John the Baptist,782,5/5/2020
3,St. John the Baptist,790,5/6/2020
3,St. John the Baptist,791,5/7/2020
3,St. John the Baptist,791,5/8/2020
3,St. John the Baptist,801,5/9/2020
3,St. John the Baptist,801,5/10/2020
3,St. John the Baptist,801,5/11/2020
3,St. John the Baptist,804,5/12/2020
3,St. John the Baptist,808,5/13/2020
3,St. John the Baptist,820,5/14/2020
3,St. John the Baptist,830,5/15/2020
3,St. John the Baptist,829,5/16/2020
3,St. John the Baptist,829,5/17/2020
3,St. John the Baptist,830,5/18/2020
3,St. John the Baptist,831,5/19/2020
3,St. John the Baptist,832,5/20/2020
3,St. John the Baptist,838,5/21/2020
3,St. John the Baptist,838,5/22/2020
3,St. John the Baptist,838,5/23/2020
3,St. John the Baptist,841,5/24/2020
3,St. John the Baptist,845,5/25/2020
3,St. John the Baptist,848,5/26/2020
3,St. John the Baptist,849,5/27/2020
3,St. John the Baptist,850,5/28/2020
3,St. John the Baptist,858,5/30/2020
3,St. John the Baptist,860,5/31/2020
3,St. John the Baptist,862,6/1/2020
3,St. John the Baptist,864,6/2/2020
3,St. John the Baptist,868,6/3/2020
3,St. John the Baptist,872,6/4/2020
3,St. John the Baptist,873,6/5/2020
3,St. John the Baptist,875,6/6/2020
3,St. John the Baptist,877,6/7/2020
3,St. John the Baptist,877,6/8/2020
3,St. John the Baptist,881,6/9/2020
3,St. John the Baptist,883,6/10/2020
3,St. John the Baptist,883,6/11/2020
3,St. John the Baptist,886,6/12/2020
3,St. John the Baptist,889,6/13/2020
3,St. John the Baptist,891,6/14/2020
3,St. John the Baptist,892,6/15/2020
3,St. John the Baptist,894,6/16/2020
3,St. John the Baptist,904,6/17/2020
4,St. Landry,,3/14/2020
4,St. Landry,,3/15/2020
4,St. Landry,,3/16/2020
4,St. Landry,,3/17/2020
4,St. Landry,,3/18/2020
4,St. Landry,,3/19/2020
4,St. Landry,2,3/20/2020
4,St. Landry,2,3/21/2020
4,St. Landry,3,3/22/2020
4,St. Landry,3,3/23/2020
4,St. Landry,3,3/24/2020
4,St. Landry,4,3/25/2020
4,St. Landry,5,3/26/2020
4,St. Landry,10,3/27/2020
4,St. Landry,10,3/28/2020
4,St. Landry,10,3/29/2020
4,St. Landry,15,3/30/2020
4,St. Landry,31,3/31/2020
4,St. Landry,45,4/1/2020
4,St. Landry,56,4/2/2020
4,St. Landry,68,4/3/2020
4,St. Landry,45,4/4/2020
4,St. Landry,47,4/5/2020
4,St. Landry,52,4/6/2020
4,St. Landry,60,4/7/2020
4,St. Landry,86,4/8/2020
4,St. Landry,90,4/9/2020
4,St. Landry,103,4/10/2020
4,St. Landry,109,4/11/2020
4,St. Landry,113,4/12/2020
4,St. Landry,114,4/13/2020
4,St. Landry,115,4/14/2020
4,St. Landry,116,4/15/2020
4,St. Landry,118,4/16/2020
4,St. Landry,119,4/17/2020
4,St. Landry,133,4/18/2020
4,St. Landry,134,4/19/2020
4,St. Landry,136,4/20/2020
4,St. Landry,136,4/21/2020
4,St. Landry,140,4/22/2020
4,St. Landry,154,4/23/2020
4,St. Landry,157,4/24/2020
4,St. Landry,163,4/25/2020
4,St. Landry,163,4/26/2020
4,St. Landry,167,4/27/2020
4,St. Landry,170,4/28/2020
4,St. Landry,172,4/29/2020
4,St. Landry,180,4/30/2020
4,St. Landry,181,5/1/2020
4,St. Landry,185,5/2/2020
4,St. Landry,186,5/3/2020
4,St. Landry,191,5/4/2020
4,St. Landry,198,5/5/2020
4,St. Landry,202,5/6/2020
4,St. Landry,203,5/7/2020
4,St. Landry,204,5/8/2020
4,St. Landry,211,5/9/2020
4,St. Landry,215,5/10/2020
4,St. Landry,214,5/11/2020
4,St. Landry,215,5/12/2020
4,St. Landry,241,5/13/2020
4,St. Landry,244,5/14/2020
4,St. Landry,244,5/15/2020
4,St. Landry,230,5/16/2020
4,St. Landry,231,5/17/2020
4,St. Landry,235,5/18/2020
4,St. Landry,237,5/19/2020
4,St. Landry,237,5/20/2020
4,St. Landry,244,5/21/2020
4,St. Landry,247,5/22/2020
4,St. Landry,247,5/23/2020
4,St. Landry,247,5/24/2020
4,St. Landry,248,5/25/2020
4,St. Landry,249,5/26/2020
4,St. Landry,252,5/27/2020
4,St. Landry,252,5/28/2020
4,St. Landry,255,5/30/2020
4,St. Landry,257,5/31/2020
4,St. Landry,263,6/1/2020
4,St. Landry,266,6/2/2020
4,St. Landry,269,6/3/2020
4,St. Landry,272,6/4/2020
4,St. Landry,308,6/5/2020
4,St. Landry,309,6/6/2020
4,St. Landry,309,6/7/2020
4,St. Landry,311,6/8/2020
4,St. Landry,316,6/9/2020
4,St. Landry,323,6/10/2020
4,St. Landry,324,6/11/2020
4,St. Landry,326,6/12/2020
4,St. Landry,358,6/13/2020
4,St. Landry,360,6/14/2020
4,St. Landry,370,6/15/2020
4,St. Landry,379,6/16/2020
4,St. Landry,393,6/17/2020
4,St. Martin,,3/14/2020
4,St. Martin,,3/15/2020
4,St. Martin,,3/16/2020
4,St. Martin,,3/17/2020
4,St. Martin,,3/18/2020
4,St. Martin,,3/19/2020
4,St. Martin,,3/20/2020
4,St. Martin,,3/21/2020
4,St. Martin,,3/22/2020
4,St. Martin,,3/23/2020
4,St. Martin,1,3/24/2020
4,St. Martin,1,3/25/2020
4,St. Martin,3,3/26/2020
4,St. Martin,10,3/27/2020
4,St. Martin,13,3/28/2020
4,St. Martin,13,3/29/2020
4,St. Martin,20,3/30/2020
4,St. Martin,32,3/31/2020
4,St. Martin,41,4/1/2020
4,St. Martin,58,4/2/2020
4,St. Martin,69,4/3/2020
4,St. Martin,64,4/4/2020
4,St. Martin,77,4/5/2020
4,St. Martin,90,4/6/2020
4,St. Martin,101,4/7/2020
4,St. Martin,112,4/8/2020
4,St. Martin,127,4/9/2020
4,St. Martin,140,4/10/2020
4,St. Martin,146,4/11/2020
4,St. Martin,157,4/12/2020
4,St. Martin,162,4/13/2020
4,St. Martin,168,4/14/2020
4,St. Martin,174,4/15/2020
4,St. Martin,179,4/16/2020
4,St. Martin,184,4/17/2020
4,St. Martin,187,4/18/2020
4,St. Martin,190,4/19/2020
4,St. Martin,193,4/20/2020
4,St. Martin,193,4/21/2020
4,St. Martin,202,4/22/2020
4,St. Martin,210,4/23/2020
4,St. Martin,218,4/24/2020
4,St. Martin,219,4/25/2020
4,St. Martin,221,4/26/2020
4,St. Martin,223,4/27/2020
4,St. Martin,226,4/28/2020
4,St. Martin,228,4/29/2020
4,St. Martin,232,4/30/2020
4,St. Martin,241,5/1/2020
4,St. Martin,244,5/2/2020
4,St. Martin,244,5/3/2020
4,St. Martin,244,5/4/2020
4,St. Martin,247,5/5/2020
4,St. Martin,252,5/6/2020
4,St. Martin,254,5/7/2020
4,St. Martin,255,5/8/2020
4,St. Martin,257,5/9/2020
4,St. Martin,257,5/10/2020
4,St. Martin,260,5/11/2020
4,St. Martin,264,5/12/2020
4,St. Martin,276,5/13/2020
4,St. Martin,278,5/14/2020
4,St. Martin,278,5/15/2020
4,St. Martin,272,5/16/2020
4,St. Martin,274,5/17/2020
4,St. Martin,274,5/18/2020
4,St. Martin,275,5/19/2020
4,St. Martin,275,5/20/2020
4,St. Martin,287,5/21/2020
4,St. Martin,288,5/22/2020
4,St. Martin,288,5/23/2020
4,St. Martin,288,5/24/2020
4,St. Martin,289,5/25/2020
4,St. Martin,291,5/26/2020
4,St. Martin,292,5/27/2020
4,St. Martin,293,5/28/2020
4,St. Martin,294,5/30/2020
4,St. Martin,298,5/31/2020
4,St. Martin,300,6/1/2020
4,St. Martin,300,6/2/2020
4,St. Martin,306,6/3/2020
4,St. Martin,311,6/4/2020
4,St. Martin,281,6/5/2020
4,St. Martin,285,6/6/2020
4,St. Martin,286,6/7/2020
4,St. Martin,288,6/8/2020
4,St. Martin,291,6/9/2020
4,St. Martin,295,6/10/2020
4,St. Martin,307,6/11/2020
4,St. Martin,316,6/12/2020
4,St. Martin,340,6/13/2020
4,St. Martin,343,6/14/2020
4,St. Martin,351,6/15/2020
4,St. Martin,381,6/16/2020
4,St. Martin,441,6/17/2020
3,St. Mary,,3/14/2020
3,St. Mary,,3/15/2020
3,St. Mary,,3/16/2020
3,St. Mary,,3/17/2020
3,St. Mary,,3/18/2020
3,St. Mary,,3/19/2020
3,St. Mary,,3/20/2020
3,St. Mary,,3/21/2020
3,St. Mary,1,3/22/2020
3,St. Mary,1,3/23/2020
3,St. Mary,2,3/24/2020
3,St. Mary,5,3/25/2020
3,St. Mary,5,3/26/2020
3,St. Mary,6,3/27/2020
3,St. Mary,7,3/28/2020
3,St. Mary,7,3/29/2020
3,St. Mary,10,3/30/2020
3,St. Mary,22,3/31/2020
3,St. Mary,26,4/1/2020
3,St. Mary,42,4/2/2020
3,St. Mary,47,4/3/2020
3,St. Mary,65,4/4/2020
3,St. Mary,67,4/5/2020
3,St. Mary,73,4/6/2020
3,St. Mary,76,4/7/2020
3,St. Mary,81,4/8/2020
3,St. Mary,89,4/9/2020
3,St. Mary,100,4/10/2020
3,St. Mary,105,4/11/2020
3,St. Mary,113,4/12/2020
3,St. Mary,127,4/13/2020
3,St. Mary,129,4/14/2020
3,St. Mary,130,4/15/2020
3,St. Mary,134,4/16/2020
3,St. Mary,137,4/17/2020
3,St. Mary,143,4/18/2020
3,St. Mary,149,4/19/2020
3,St. Mary,156,4/20/2020
3,St. Mary,160,4/21/2020
3,St. Mary,162,4/22/2020
3,St. Mary,168,4/23/2020
3,St. Mary,171,4/24/2020
3,St. Mary,178,4/25/2020
3,St. Mary,179,4/26/2020
3,St. Mary,181,4/27/2020
3,St. Mary,182,4/28/2020
3,St. Mary,185,4/29/2020
3,St. Mary,191,4/30/2020
3,St. Mary,193,5/1/2020
3,St. Mary,199,5/2/2020
3,St. Mary,205,5/3/2020
3,St. Mary,209,5/4/2020
3,St. Mary,212,5/5/2020
3,St. Mary,215,5/6/2020
3,St. Mary,222,5/7/2020
3,St. Mary,224,5/8/2020
3,St. Mary,242,5/9/2020
3,St. Mary,245,5/10/2020
3,St. Mary,250,5/11/2020
3,St. Mary,251,5/12/2020
3,St. Mary,257,5/13/2020
3,St. Mary,263,5/14/2020
3,St. Mary,268,5/15/2020
3,St. Mary,269,5/16/2020
3,St. Mary,274,5/17/2020
3,St. Mary,275,5/18/2020
3,St. Mary,277,5/19/2020
3,St. Mary,281,5/20/2020
3,St. Mary,288,5/21/2020
3,St. Mary,294,5/22/2020
3,St. Mary,294,5/23/2020
3,St. Mary,295,5/24/2020
3,St. Mary,302,5/25/2020
3,St. Mary,304,5/26/2020
3,St. Mary,308,5/27/2020
3,St. Mary,309,5/28/2020
3,St. Mary,317,5/30/2020
3,St. Mary,319,5/31/2020
3,St. Mary,321,6/1/2020
3,St. Mary,323,6/2/2020
3,St. Mary,328,6/3/2020
3,St. Mary,331,6/4/2020
3,St. Mary,333,6/5/2020
3,St. Mary,337,6/6/2020
3,St. Mary,339,6/7/2020
3,St. Mary,339,6/8/2020
3,St. Mary,342,6/9/2020
3,St. Mary,342,6/10/2020
3,St. Mary,346,6/11/2020
3,St. Mary,348,6/12/2020
3,St. Mary,353,6/13/2020
3,St. Mary,356,6/14/2020
3,St. Mary,359,6/15/2020
3,St. Mary,360,6/16/2020
3,St. Mary,363,6/17/2020
9,St. Tammany,2,3/14/2020
9,St. Tammany,4,3/15/2020
9,St. Tammany,5,3/16/2020
9,St. Tammany,6,3/17/2020
9,St. Tammany,6,3/18/2020
9,St. Tammany,10,3/19/2020
9,St. Tammany,10,3/20/2020
9,St. Tammany,14,3/21/2020
9,St. Tammany,25,3/22/2020
9,St. Tammany,47,3/23/2020
9,St. Tammany,52,3/24/2020
9,St. Tammany,67,3/25/2020
9,St. Tammany,89,3/26/2020
9,St. Tammany,111,3/27/2020
9,St. Tammany,134,3/28/2020
9,St. Tammany,138,3/29/2020
9,St. Tammany,186,3/30/2020
9,St. Tammany,220,3/31/2020
9,St. Tammany,270,4/1/2020
9,St. Tammany,399,4/2/2020
9,St. Tammany,435,4/3/2020
9,St. Tammany,532,4/4/2020
9,St. Tammany,560,4/5/2020
9,St. Tammany,637,4/6/2020
9,St. Tammany,700,4/7/2020
9,St. Tammany,733,4/8/2020
9,St. Tammany,777,4/9/2020
9,St. Tammany,825,4/10/2020
9,St. Tammany,845,4/11/2020
9,St. Tammany,864,4/12/2020
9,St. Tammany,881,4/13/2020
9,St. Tammany,898,4/14/2020
9,St. Tammany,924,4/15/2020
9,St. Tammany,944,4/16/2020
9,St. Tammany,961,4/17/2020
9,St. Tammany,987,4/18/2020
9,St. Tammany,1011,4/19/2020
9,St. Tammany,1057,4/20/2020
9,St. Tammany,1067,4/21/2020
9,St. Tammany,1079,4/22/2020
9,St. Tammany,1111,4/23/2020
9,St. Tammany,1131,4/24/2020
9,St. Tammany,1138,4/25/2020
9,St. Tammany,1162,4/26/2020
9,St. Tammany,1172,4/27/2020
9,St. Tammany,1184,4/28/2020
9,St. Tammany,1205,4/29/2020
9,St. Tammany,1220,4/30/2020
9,St. Tammany,1270,5/1/2020
9,St. Tammany,1321,5/2/2020
9,St. Tammany,1325,5/3/2020
9,St. Tammany,1341,5/4/2020
9,St. Tammany,1369,5/5/2020
9,St. Tammany,1406,5/6/2020
9,St. Tammany,1415,5/7/2020
9,St. Tammany,1416,5/8/2020
9,St. Tammany,1447,5/9/2020
9,St. Tammany,1452,5/10/2020
9,St. Tammany,1463,5/11/2020
9,St. Tammany,1477,5/12/2020
9,St. Tammany,1492,5/13/2020
9,St. Tammany,1511,5/14/2020
9,St. Tammany,1520,5/15/2020
9,St. Tammany,1528,5/16/2020
9,St. Tammany,1539,5/17/2020
9,St. Tammany,1544,5/18/2020
9,St. Tammany,1559,5/19/2020
9,St. Tammany,1572,5/20/2020
9,St. Tammany,1599,5/21/2020
9,St. Tammany,1609,5/22/2020
9,St. Tammany,1613,5/23/2020
9,St. Tammany,1618,5/24/2020
9,St. Tammany,1665,5/25/2020
9,St. Tammany,1678,5/26/2020
9,St. Tammany,1687,5/27/2020
9,St. Tammany,1703,5/28/2020
9,St. Tammany,1724,5/30/2020
9,St. Tammany,1749,5/31/2020
9,St. Tammany,1764,6/1/2020
9,St. Tammany,1776,6/2/2020
9,St. Tammany,1790,6/3/2020
9,St. Tammany,1799,6/4/2020
9,St. Tammany,1823,6/5/2020
9,St. Tammany,1837,6/6/2020
9,St. Tammany,1846,6/7/2020
9,St. Tammany,1849,6/8/2020
9,St. Tammany,1863,6/9/2020
9,St. Tammany,1872,6/10/2020
9,St. Tammany,1885,6/11/2020
9,St. Tammany,1906,6/12/2020
9,St. Tammany,1931,6/13/2020
9,St. Tammany,1942,6/14/2020
9,St. Tammany,1954,6/15/2020
9,St. Tammany,1962,6/16/2020
9,St. Tammany,1999,6/17/2020
9,Tangipahoa,,3/14/2020
9,Tangipahoa,,3/15/2020
9,Tangipahoa,,3/16/2020
9,Tangipahoa,,3/17/2020
9,Tangipahoa,,3/18/2020
9,Tangipahoa,,3/19/2020
9,Tangipahoa,,3/20/2020
9,Tangipahoa,,3/21/2020
9,Tangipahoa,3,3/22/2020
9,Tangipahoa,3,3/23/2020
9,Tangipahoa,4,3/24/2020
9,Tangipahoa,5,3/25/2020
9,Tangipahoa,7,3/26/2020
9,Tangipahoa,7,3/27/2020
9,Tangipahoa,10,3/28/2020
9,Tangipahoa,10,3/29/2020
9,Tangipahoa,18,3/30/2020
9,Tangipahoa,25,3/31/2020
9,Tangipahoa,33,4/1/2020
9,Tangipahoa,42,4/2/2020
9,Tangipahoa,55,4/3/2020
9,Tangipahoa,131,4/4/2020
9,Tangipahoa,171,4/5/2020
9,Tangipahoa,186,4/6/2020
9,Tangipahoa,238,4/7/2020
9,Tangipahoa,269,4/8/2020
9,Tangipahoa,283,4/9/2020
9,Tangipahoa,305,4/10/2020
9,Tangipahoa,318,4/11/2020
9,Tangipahoa,344,4/12/2020
9,Tangipahoa,352,4/13/2020
9,Tangipahoa,391,4/14/2020
9,Tangipahoa,418,4/15/2020
9,Tangipahoa,422,4/16/2020
9,Tangipahoa,435,4/17/2020
9,Tangipahoa,440,4/18/2020
9,Tangipahoa,442,4/19/2020
9,Tangipahoa,452,4/20/2020
9,Tangipahoa,489,4/21/2020
9,Tangipahoa,494,4/22/2020
9,Tangipahoa,501,4/23/2020
9,Tangipahoa,508,4/24/2020
9,Tangipahoa,526,4/25/2020
9,Tangipahoa,528,4/26/2020
9,Tangipahoa,535,4/27/2020
9,Tangipahoa,540,4/28/2020
9,Tangipahoa,549,4/29/2020
9,Tangipahoa,553,4/30/2020
9,Tangipahoa,565,5/1/2020
9,Tangipahoa,584,5/2/2020
9,Tangipahoa,584,5/3/2020
9,Tangipahoa,588,5/4/2020
9,Tangipahoa,605,5/5/2020
9,Tangipahoa,631,5/6/2020
9,Tangipahoa,635,5/7/2020
9,Tangipahoa,645,5/8/2020
9,Tangipahoa,652,5/9/2020
9,Tangipahoa,654,5/10/2020
9,Tangipahoa,670,5/11/2020
9,Tangipahoa,679,5/12/2020
9,Tangipahoa,687,5/13/2020
9,Tangipahoa,696,5/14/2020
9,Tangipahoa,707,5/15/2020
9,Tangipahoa,719,5/16/2020
9,Tangipahoa,729,5/17/2020
9,Tangipahoa,732,5/18/2020
9,Tangipahoa,742,5/19/2020
9,Tangipahoa,752,5/20/2020
9,Tangipahoa,767,5/21/2020
9,Tangipahoa,782,5/22/2020
9,Tangipahoa,784,5/23/2020
9,Tangipahoa,784,5/24/2020
9,Tangipahoa,802,5/25/2020
9,Tangipahoa,810,5/26/2020
9,Tangipahoa,826,5/27/2020
9,Tangipahoa,831,5/28/2020
9,Tangipahoa,854,5/30/2020
9,Tangipahoa,858,5/31/2020
9,Tangipahoa,868,6/1/2020
9,Tangipahoa,883,6/2/2020
9,Tangipahoa,891,6/3/2020
9,Tangipahoa,898,6/4/2020
9,Tangipahoa,916,6/5/2020
9,Tangipahoa,935,6/6/2020
9,Tangipahoa,944,6/7/2020
9,Tangipahoa,944,6/8/2020
9,Tangipahoa,965,6/9/2020
9,Tangipahoa,973,6/10/2020
9,Tangipahoa,984,6/11/2020
9,Tangipahoa,1001,6/12/2020
9,Tangipahoa,1039,6/13/2020
9,Tangipahoa,1042,6/14/2020
9,Tangipahoa,1048,6/15/2020
9,Tangipahoa,1062,6/16/2020
9,Tangipahoa,1082,6/17/2020
8,Tensas,,3/14/2020
8,Tensas,,3/15/2020
8,Tensas,,3/16/2020
8,Tensas,,3/17/2020
8,Tensas,,3/18/2020
8,Tensas,,3/19/2020
8,Tensas,,3/20/2020
8,Tensas,,3/21/2020
8,Tensas,,3/22/2020
8,Tensas,,3/23/2020
8,Tensas,,3/24/2020
8,Tensas,,3/25/2020
8,Tensas,,3/26/2020
8,Tensas,,3/27/2020
8,Tensas,,3/28/2020
8,Tensas,,3/29/2020
8,Tensas,,3/30/2020
8,Tensas,,3/31/2020
8,Tensas,,4/1/2020
8,Tensas,,4/2/2020
8,Tensas,,4/3/2020
8,Tensas,,4/4/2020
8,Tensas,,4/5/2020
8,Tensas,,4/6/2020
8,Tensas,,4/7/2020
8,Tensas,,4/8/2020
8,Tensas,,4/9/2020
8,Tensas,,4/10/2020
8,Tensas,1,4/11/2020
8,Tensas,1,4/12/2020
8,Tensas,1,4/13/2020
8,Tensas,1,4/14/2020
8,Tensas,1,4/15/2020
8,Tensas,1,4/16/2020
8,Tensas,1,4/17/2020
8,Tensas,1,4/18/2020
8,Tensas,1,4/19/2020
8,Tensas,1,4/20/2020
8,Tensas,1,4/21/2020
8,Tensas,1,4/22/2020
8,Tensas,1,4/23/2020
8,Tensas,1,4/24/2020
8,Tensas,1,4/25/2020
8,Tensas,1,4/26/2020
8,Tensas,1,4/27/2020
8,Tensas,1,4/28/2020
8,Tensas,1,4/29/2020
8,Tensas,1,4/30/2020
8,Tensas,1,5/1/2020
8,Tensas,2,5/2/2020
8,Tensas,2,5/3/2020
8,Tensas,2,5/4/2020
8,Tensas,2,5/5/2020
8,Tensas,2,5/6/2020
8,Tensas,3,5/7/2020
8,Tensas,3,5/8/2020
8,Tensas,6,5/9/2020
8,Tensas,6,5/10/2020
8,Tensas,6,5/11/2020
8,Tensas,6,5/12/2020
8,Tensas,6,5/13/2020
8,Tensas,6,5/14/2020
8,Tensas,6,5/15/2020
8,Tensas,5,5/16/2020
8,Tensas,5,5/17/2020
8,Tensas,5,5/18/2020
8,Tensas,5,5/19/2020
8,Tensas,5,5/20/2020
8,Tensas,10,5/21/2020
8,Tensas,10,5/22/2020
8,Tensas,10,5/23/2020
8,Tensas,10,5/24/2020
8,Tensas,10,5/25/2020
8,Tensas,10,5/26/2020
8,Tensas,10,5/27/2020
8,Tensas,10,5/28/2020
8,Tensas,11,5/30/2020
8,Tensas,11,5/31/2020
8,Tensas,12,6/1/2020
8,Tensas,12,6/2/2020
8,Tensas,16,6/3/2020
8,Tensas,16,6/4/2020
8,Tensas,20,6/5/2020
8,Tensas,21,6/6/2020
8,Tensas,21,6/7/2020
8,Tensas,21,6/8/2020
8,Tensas,21,6/9/2020
8,Tensas,21,6/10/2020
8,Tensas,21,6/11/2020
8,Tensas,21,6/12/2020
8,Tensas,22,6/13/2020
8,Tensas,22,6/14/2020
8,Tensas,22,6/15/2020
8,Tensas,22,6/16/2020
8,Tensas,22,6/17/2020
3,Terrebonne,2,3/14/2020
3,Terrebonne,2,3/15/2020
3,Terrebonne,2,3/16/2020
3,Terrebonne,2,3/17/2020
3,Terrebonne,3,3/18/2020
3,Terrebonne,4,3/19/2020
3,Terrebonne,5,3/20/2020
3,Terrebonne,8,3/21/2020
3,Terrebonne,12,3/22/2020
3,Terrebonne,14,3/23/2020
3,Terrebonne,14,3/24/2020
3,Terrebonne,15,3/25/2020
3,Terrebonne,21,3/26/2020
3,Terrebonne,23,3/27/2020
3,Terrebonne,26,3/28/2020
3,Terrebonne,29,3/29/2020
3,Terrebonne,34,3/30/2020
3,Terrebonne,40,3/31/2020
